@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8}

@data
6.7336,7.7169,6
7.2451,8.6094,6
1.9384,11.7,8
6.9562,9.1966,6
4.4893,4.2556,5
0.6588,1.7448,5
1.328,9.5693,8
4.6412,10.111,4
2.5584,8.3559,4
8.9873,11.304,6
0.39297,7.4362,8
0.85672,0.68882,1
2.7873,2.0863,5
9.5356,5.7556,6
6.6096,7.5401,6
7.7789,9.8455,2
3.8666,9.7508,7
3.2627,7.9509,4
3.9346,3.1167,5
2.3927,6.156,3
0.24951,6.2368,8
-0.73685,8.2765,7
9.1041,8.8064,2
1.7279,9.5034,8
11.597,13.837,6
10.24,13.097,6
3.1005,3.3571,5
0.18797,5.6036,3
0.71207,9.8988,8
0.40787,8.6311,7
3.0561,3.1004,5
-0.41901,5.0684,3
6.6621,6.4548,6
1.8384,1.852,5
3.7719,4.2018,5
5.6987,9.2409,6
1.7932,7.8109,8
1.7209,1.6443,1
4.8415,9.4965,4
1.8941,3.2532,5
0.20003,7.8356,8
2.802,5.9076,3
4.3814,10.51,4
3.5348,3.0335,5
8.457,10.015,6
1.2294,8.6747,7
5.1087,3.531,5
4.3685,10.046,4
2.6694,7.8798,7
8.8602,8.6496,2
3.696,6.3847,3
5.5021,5.884,6
2.0148,9.1248,8
1.4174,1.999,1
8.4282,8.1129,6
8.0405,9.565,2
7.3902,7.523,6
4.3979,7.5825,7
0.44923,5.3956,8
5.4965,6.8346,7
0.24199,1.7137,1
8.849,9.3379,2
1.1762,5.5948,3
8.1425,9.9888,2
0.45435,7.1874,8
2.3357,7.5754,7
2.2804,8.7374,8
1.432,8.8231,8
4.8974,6.9266,7
4.3675,4.064,5
4.2648,4.4017,5
1.2109,1.3162,1
7.9545,7.8935,6
2.2838,11.305,8
4.7561,6.5,4
0.99715,1.4563,1
1.0441,7.6411,8
1.9783,9.1988,7
0.28861,2.7957,1
9.6332,9.6645,6
9.9952,10.266,6
2.7648,3.4404,5
0.75107,2.0233,1
3.7596,7.2493,4
1.8155,1.0307,1
1.6088,0.1182,1
7.3222,7.9293,6
3.3924,3.8381,5
0.92214,5.3914,3
0.596,2.4364,1
0.88211,2.8445,1
10.082,10.533,6
-0.086569,9.4012,7
7.9414,9.8888,2
4.3304,7.7076,4
9.7273,9.1603,2
8.8231,10.221,2
4.7372,3.613,5
4.4349,8.3807,7
6.4681,10.416,6
1.8341,3.8906,5
8.5687,7.9444,2
9.6713,8.629,6
8.442,7.3819,6
3.655,8.4296,4
9.0115,9.8645,2
1.7364,6.6075,8
8.672,9.1084,6
7.7147,10.149,2
2.6979,5.9772,3
0.66859,7.5956,8
5.5032,4.2445,5
8.0713,8.3702,2
-1.804,4.6233,3
1.5422,5.7985,3
-0.99731,4.8838,3
-0.38827,0.77223,1
0.80859,2.2533,1
8.2833,9.7197,2
3.2606,8.4088,7
8.1545,9.5297,2
9.3853,5.7353,6
8.3518,10.693,2
4.2514,6.7169,3
1.4725,8.5084,8
4.7018,3.7249,5
7.815,9.2241,6
0.57939,2.3119,1
1.3508,2.4968,5
4.0393,7.9678,4
8.4485,8.945,6
7.8208,7.7508,6
5.7312,4.3827,5
8.3234,7.0945,6
4.0271,10.569,4
4.2518,6.6717,3
8.3638,9.493,2
0.42583,6.0746,8
0.4907,6.7135,8
7.211,9.1239,6
2.6904,9.0281,7
2.2936,3.2886,5
0.37236,9.601,7
3.9224,6.4335,3
9.8648,8.3749,6
6.67,5.8493,6
1.3146,1.0912,1
7.2289,9.3294,2
0.7558,7.5123,8
0.98831,5.244,8
-0.21168,5.3654,3
0.55766,7.2248,7
3.2428,9.0832,7
7.2567,9.3303,2
5.8869,6.5937,7
4.3039,8.5138,7
1.629,8.9646,7
7.1305,8.8111,6
2.8787,6.9575,7
6.7799,8.8594,2
3.1704,8.1147,7
1.8077,7.338,7
2.6889,6.3063,4
1.8203,1.978,1
1.1008,0.33634,1
1.2143,7.3736,8
-0.36163,4.931,8
7.2256,7.6159,6
0.85077,5.4785,3
8.1881,7.5743,6
0.97998,2.1611,5
1.5582,9.3653,8
0.94405,7.0885,8
0.52386,5.4173,3
3.6515,11.02,4
6.2459,4.4871,5
4.3586,10.327,4
-0.30884,5.1796,3
0.55457,0.23309,1
9.4871,7.0759,6
4.1486,4.6533,5
-0.10683,6.1338,8
1.0195,8.779,8
4.3074,9.6737,4
0.47971,3.9757,8
2.7326,2.8524,5
8.4,8.7874,2
4.1013,4.198,5
0.25736,8.6746,7
3.5466,5.3716,7
2.7486,8.881,4
2.9734,6.1925,3
4.7857,8.2145,6
5.4874,12.201,4
8.6925,9.4242,2
3.0371,3.2537,5
-0.86702,5.1435,3
8.9503,9.4094,2
4.0383,10.9,4
1.6088,5.6946,3
0.12292,9.2005,7
2.7215,8.0317,7
2.2137,8.0463,7
0.83741,9.0715,7
7.6179,10.916,6
0.59347,2.6362,1
0.90866,2.2536,5
0.68921,1.2245,1
2.7715,8.4243,7
1.7401,1.9479,1
3.598,7.8029,4
3.4942,9.0392,4
5.6886,6.7416,7
-0.13041,5.1844,3
1.1405,1.4428,5
3.4204,7.5215,7
8.1912,7.1035,6
2.7003,3.2435,5
2.0031,7.5133,7
2.1273,1.6685,5
1.4503,6.7267,8
6.6703,4.3825,5
1.4051,1.3824,1
2.25,6.3361,3
0.81148,5.3873,3
-0.30283,8.6406,7
3.6485,4.2121,5
4.6913,6.3462,7
0.86054,5.92,3
2.9232,4.1397,5
3.035,7.2453,7
3.5766,10.007,7
1.6546,2.4505,1
0.51842,6.3978,8
8.0395,5.7091,6
4.4354,10.397,4
0.87011,7.9412,8
2.2292,6.8665,7
1.053,9.3845,7
2.1697,3.4929,5
3.242,10.196,4
-0.41086,5.1683,3
0.9018,6.0703,8
0.51162,6.9444,8
3.5375,2.6455,5
1.0422,10.385,8
6.5663,4.29,5
-0.11513,8.2558,8
3.9277,9.0309,7
1.0958,2.7261,5
1.0559,5.6741,3
9.0025,8.4306,6
4.1823,8.3662,7
3.2003,6.4003,3
0.67347,9.8565,7
1.2922,1.223,1
2.6854,8.4087,7
1.3211,2.4395,5
2.551,2.3203,5
0.57165,2.9994,1
2.2548,5.7071,3
9.4273,6.2818,6
0.5511,8.4099,8
3.139,4.1422,5
0.45981,5.2113,3
10.159,11.249,6
1.6134,8.2596,8
9.3737,7.9765,6
6.0281,7.2429,7
3.7245,6.5218,7
2.0887,8.6016,7
1.2152,6.9262,8
1.3932,7.2154,8
7.9487,9.3404,2
5.3762,8.2372,6
1.0185,2.094,1
2.7114,3.0849,5
2.6707,1.9261,5
7.1402,9.5434,6
1.4021,9.3686,8
7.5459,10.276,6
7.8928,9.2922,2
1.2467,1.3353,1
3.3185,3.7872,5
4.4686,10.006,4
1.9612,2.6168,5
8.14,9.4264,2
2.787,2.6954,5
1.6133,8.683,7
9.1623,8.6249,2
0.64926,9.3015,8
3.5645,5.523,7
9.9412,11.8,6
4.6743,8.1553,4
7.9185,9.1399,2
7.6788,9.1608,2
1.349,2.3864,5
1.5224,8.4758,8
5.0155,7.7365,4
2.2765,7.3405,7
7.5195,11.047,6
5.9702,4.2916,5
0.52925,9.9599,8
3.0564,7.0622,7
2.6434,2.7638,5
4.4362,3.8418,5
0.97085,7.6627,8
0.98017,9.2591,8
7.5508,12.932,6
2.3409,10.884,4
2.6409,6.1447,3
8.0393,8.7467,2
9.1717,9.2202,2
1.7732,6.2602,8
1.1216,5.7264,3
1.1474,6.0995,8
1.8148,6.3392,7
0.44688,10.305,8
0.31004,6.4221,8
2.1309,3.472,5
1.4911,5.5645,3
1.2344,2.0478,5
0.68715,7.0105,8
0.69633,9.6966,8
3.4245,3.3971,5
2.6632,2.5452,5
9.2594,7.8253,6
1.0863,1.6101,1
1.3117,6.497,8
0.93354,7.7293,8
3.161,2.0767,5
0.42789,7.7102,8
3.8207,3.378,5
4.8244,9.0136,4
-0.02435,2.2354,5
5.2788,12.411,4
0.021479,1.311,1
0.7583,9.8446,7
1.0985,6.8136,8
0.16935,7.4921,8
8.461,8.8262,2
2.6022,2.3915,5
-1.027,0.88706,5
6.3506,7.9374,6
6.0084,8.5059,6
4.5787,7.7511,7
8.0644,10.321,2
0.99914,2.3135,5
6.3913,7.1255,7
8.4249,9.5342,6
8.8974,9.8773,2
1.6137,5.7487,3
0.82375,12.448,8
-0.42063,5.1783,3
5.2186,10.417,4
7.6803,9.5207,2
0.60866,7.8694,8
1.002,8.7412,8
7.9418,9.8735,6
0.9068,1.6919,1
0.1594,7.9134,8
3.9895,2.9214,5
1.1119,10.424,8
8.4706,8.9017,2
2.5034,2.9402,5
7.6123,5.3307,6
8.496,9.0085,6
5.0406,8.182,7
10.892,12.255,6
10.062,7.4833,6
0.41082,1.618,5
8.6481,9.61,6
8.8664,8.0658,6
3.9884,9.1104,4
4.1773,8.2467,7
0.69985,5.3265,3
4.7216,7.1881,7
-1.2672,4.8107,3
4.3454,8.311,4
8.6687,9.4576,2
3.8456,3.668,5
1.2685,8.2289,7
4.1098,3.327,5
1.2138,1.1752,1
7.8142,8.6954,2
0.44711,1.6354,1
6.3695,6.7902,6
9.5234,9.1615,2
2.4245,3.2845,5
-0.28405,7.31,8
7.6073,10.146,2
5.9453,7.7546,7
2.6246,2.5797,5
1.436,8.1961,8
0.82165,1.3341,1
5.6858,7.8901,6
3.3665,6.2837,3
1.4984,9.3375,7
0.37925,8.5713,8
1.5598,9.2737,8
1.2989,2.4141,1
2.8263,7.6668,7
4.8174,4.7319,5
9.636,7.7872,6
4.5411,3.8422,5
2.3653,6.0602,3
3.3312,2.8868,5
8.5905,8.5289,6
-0.5206,5.4003,3
9.3492,10.099,6
2.8785,7.9288,7
0.79667,8.6784,8
4.8619,8.3316,7
0.5815,10.648,8
2.8725,8.6086,7
7.2666,7.3078,6
5.6951,2.856,5
0.94948,1.0833,1
2.926,7.2216,4
6.1787,4.5186,5
3.3511,6.9925,7
