@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}

@data
2.2404,10.057,13
3.212,4.3233,15
1.7063,10.562,13
4.5831,4.3704,21
2.271,9.868,17
3.5104,0.58179,7
2.2277,2.6892,7
4.7961,2.1287,21
1.5354,3.511,24
2.2033,1.0231,7
1.7744,4.8673,18
2.9425,1.3662,12
3.2262,3.7871,15
3.0875,3.8006,15
6.9244,13.294,22
3.2061,3.953,15
6.0071,1.1326,14
5.2649,3.841,21
3.9207,0.59393,12
2.8886,1.6123,24
5.1217,7.1607,21
7.4993,8.5029,20
0.15771,4.8037,18
7.0107,5.7541,5
7.3086,8.9312,23
1.8392,10.373,13
4.757,5.7078,21
2.9443,0.40489,24
9.3351,1.7918,1
6.7835,6.0984,11
5.8446,5.9643,21
9.5813,7.149,16
6.5514,0.92012,7
3.2098,2.4186,7
7.4958,7.4629,22
8.9353,9.7384,23
1.707,4.9493,18
8.7235,8.4319,22
5.6413,5.4178,21
8.4202,9.5541,23
7.4961,2.5749,10
8.0612,8.7715,3
8.1602,9.1694,23
5.7678,11.983,22
8.284,0.98609,19
7.1145,0.89072,19
5.5222,4.9447,21
11.166,5.0581,16
6.1253,6.0784,9
1.6412,2.6425,7
7.7998,9.26,22
5.0162,4.4818,21
-0.45921,4.7996,18
8.5122,-0.71809,12
3.2362,3.3327,15
0.16611,4.7897,18
3.158,4.1728,15
1.4013,10.799,13
8.6481,6.6889,11
4.4952,5.5127,21
3.6967,0.49774,24
8.8913,8.4817,20
6.038,1.2046,14
2.6772,13.112,2
1.3773,10.773,13
5.1841,2.6755,4
6.5613,5.4336,11
7.1077,6.2363,5
7.1882,7.4474,20
0.42743,4.8118,18
2.9529,9.4695,17
2.4031,3.1217,8
8.6253,9.7154,22
2.2327,9.152,17
2.4998,9.7638,13
7.4854,2.5795,10
7.2561,7.5685,20
5.8678,9.1746,23
9.6628,7.7925,16
6.892,-0.88472,12
7.3129,7.9928,5
5.6555,2.73,10
2.9696,9.7205,17
1.8665,10.362,13
7.1199,2.6441,10
