@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}

@data
2.2156,2.2942,24
10.852,8.7487,20
7.3391,8.0955,20
1.8981,3.9727,7
3.2042,3.6111,15
10.275,9.2814,16
3.1021,9.3633,13
7.7964,0.77842,19
9.4252,8.913,20
6.6406,8.1653,22
3.0904,5.2908,15
5.9726,2.7009,10
3.2605,3.5728,15
1.0765,4.884,18
4.5828,10.018,17
6.0854,-2.4471,14
8.0356,8.2934,3
7.2879,10.795,17
3.5394,6.5401,9
8.9426,8.9415,23
7.2299,9.203,22
6.6098,1.4244,12
8.9625,1.2328,19
4.3989,5.2005,21
6.0141,1.1737,14
7.9297,9.6175,22
8.3384,9.2581,23
5.4911,5.6083,21
5.5509,4.7896,21
2.925,0.5515,24
5.9992,0.71699,14
7.872,8.8737,3
3.0576,5.21,15
-0.72534,6.2475,24
-0.31769,3.0319,7
9.8288,10.595,16
9.5377,9.9334,16
3.3955,5.4349,6
5.211,2.7647,10
6.0489,0.62078,14
9.7845,9.1472,16
2.1701,2.3237,24
1.2055,2.9643,7
6.3388,10.333,22
5.9611,2.2807,14
7.098,9.1822,23
9.2602,10.9,16
-1.1562,4.7731,18
6.2712,2.7029,10
6.3899,7.9855,20
9.0366,10.993,16
4.6398,3.3983,21
8.7954,9.4023,23
5.9856,1.0854,14
5.7373,5.4842,21
9.3657,8.5557,16
5.813,8.7328,23
3.4121,10.044,17
9.2723,6.8866,22
0.80875,9.1584,17
2.5405,10.063,2
6.7168,3.6361,11
1.822,10.416,13
9.8707,3.05,1
7.0692,0.090252,12
6.0842,-0.13571,14
3.2445,1.2225,24
2.4767,1.763,24
7.8668,2.927,4
8.4323,0.99514,19
7.4205,10.835,22
6.0694,10.342,17
6.8632,8.842,22
-1.0792,4.7355,18
3.1944,4.0835,15
6.7874,9.1165,23
1.9688,12.314,2
8.2705,10.706,17
8.4117,9.2661,22
7.3147,8.4104,22
7.5893,8.0848,9
9.8972,8.9178,16
7.2559,4.9216,11
3.1097,3.7883,15
