@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
8.5004,9.3498,14
0.55368,6.8587,15
1.815,5.4303,15
5.2314,8.187,3
10.046,8.4149,16
12.325,8.6613,16
7.137,8.0597,12
5.9369,3.9833,3
4.0212,3.5656,6
2.6577,5.7891,10
5.4975,10.027,13
4.4137,6.4319,11
9.5758,4.2567,5
1.8561,5.0402,15
2.7205,5.7743,15
3.5325,3.0079,9
4.316,3.4065,9
3.8718,-0.69377,1
7.6829,7.0719,14
8.4006,3.8858,6
3.2943,2.2127,7
1.5463,5.9571,15
3.5593,7.0831,13
3.2412,4.0836,9
5.8036,8.0809,12
2.4438,4.9922,15
4.7867,8.0734,12
6.952,-0.075984,1
5.4138,8.3291,11
8.1446,6.971,14
1.7071,9.129,10
8.8895,8.2895,16
10.891,8.0716,12
6.4417,8.063,12
5.5927,1.9831,6
4.398,2.9825,9
5.3519,6.111,11
2.9284,8.0647,12
5.6567,5.5971,3
6.8176,2.6927,6
10.75,8.4187,16
5.7318,7.5137,3
2.1591,4.8916,15
3.4266,4.4428,5
7.5115,2.1076,1
8.8798,6.7392,8
11.039,-1.0298,1
0.77159,8.3747,10
4.7467,2.9227,9
9.1991,8.0678,16
4.6208,9.004,13
5.1058,3.21,9
5.0705,9.2196,13
7.5765,8.1303,16
6.6697,3.7095,7
7.8021,7.8972,16
1.8623,1.6539,2
10.153,1.1402,1
0.32324,11,10
6.5384,8.0869,12
5.6055,3.0518,6
3.4463,8.0727,12
3.751,7.2937,13
4.3262,2.2499,9
-0.40947,9.357,10
5.7928,9.1313,4
3.6803,3.435,7
3.3636,5.1098,15
4.843,8.0808,12
3.6771,3.3061,9
8.6182,7.136,14
5.3269,9.4804,4
8.7317,5.3283,14
-0.69391,9.1544,10
6.1536,3.0114,9
-0.93941,8.2576,10
5.5103,6.9222,11
4.8566,9.5062,13
5.9056,8.4423,4
5.5347,8.0852,12
8.6844,7.6387,8
5.9173,7.3951,3
4.9774,9.3845,13
9.6448,8.2189,16
4.6274,9.1328,13
4.3299,2.3737,6
4.5323,3.9799,7
3.1228,7.064,11
4.5821,5.6798,11
-0.23269,9.9466,10
3.6608,4.251,15
5.0911,4.8816,15
9.9281,8.6647,16
4.9964,9.7486,13
2.3352,4.9972,15
5.2026,2.8381,9
0.86548,6.6124,10
8.6493,7.9575,16
5.2639,4.1472,6
3.7239,2.3616,9
3.8975,7.5238,13
2.9557,8.0765,12
4.3389,4.0281,15
5.1039,4.566,3
10.47,0.46665,1
10.896,8.4002,16
0.35526,10.736,10
6.2944,1.9626,6
9.0446,8.3916,16
-0.86472,5.9602,10
-0.040867,6.2029,2
6.5008,8.232,4
9.9071,10.619,8
0.45278,9.9867,10
-0.26285,7.8971,10
5.2728,2.0622,9
8.2928,4.2045,5
5.7268,7.16,3
4.975,7.3144,11
9.8472,10.493,8
8.8167,5.6005,14
3.8503,6.395,11
3.2468,4.6555,15
1.7839,10.346,10
8.6261,8.3699,16
5.1581,8.0725,12
3.3804,8.084,12
3.1908,5.8328,15
9.378,8.4834,14
5.1437,10.502,13
1.5523,1.2195,2
3.627,7.0479,13
1.8299,5.06,15
7.8402,6.1239,14
2.2112,5.4153,15
4.3644,3.059,9
6.8928,-1.7908,1
-0.34845,8.572,10
3.9056,6.9154,11
5.1288,-3.0412,1
5.8399,4.1801,7
2.334,5.1822,15
-0.42152,7.674,10
5.4487,0.57649,7
3.2878,0.7633,6
7.988,8.2648,14
4.2431,6.3961,7
3.6634,7.5335,11
5.0176,10.662,4
5.0193,-1.167,1
8.9011,8.0661,12
5.0577,8.054,12
0.19149,0.2097,2
2.0747,5.0787,7
4.6578,6.1494,11
0.56576,7.9427,10
4.3495,8.786,13
1.922,2.4672,2
6.906,4.4708,5
4.711,6.3802,11
4.1546,7.4235,11
8.2845,8.0621,16
4.4754,9.1043,13
4.2697,7.7841,13
7.0238,8.0631,12
7.4248,8.0388,16
6.2558,4.4329,14
5.5552,4.3036,5
11.05,8.6198,16
9.4093,10.401,4
-0.096315,10.594,10
6.9262,3.5922,6
4.2716,2.4454,9
7.2216,1.5476,6
2.5127,5.4615,15
7.3996,4.5579,5
4.021,7.1471,13
5.8176,8.2664,4
3.9825,7.9028,13
9.5353,5.2211,14
8.8695,9.8605,8
4.6634,9.7345,13
3.655,7.0352,13
4.7788,7.5454,11
7.6544,-1.0254,1
0.51919,7.1123,10
7.3968,4.2797,5
3.9932,7.6163,13
5.0944,8.112,3
3.8797,5.5076,11
9.1763,-2.0095,1
9.3079,8.0854,16
5.844,3.3455,6
9.562,8.3904,16
4.8277,2.6157,6
0.3092,9.8574,10
8.8759,9.887,8
2.822,4.6356,15
0.11799,6.3788,10
4.0227,2.894,9
8.6698,4.4097,14
5.3164,4.526,5
4.7706,8.9244,13
4.1645,7.2673,11
6.7988,8.061,12
4.9301,7.4041,11
-1.1184,9.6392,10
5.0789,2.6888,9
3.6641,2.0264,7
6.5715,2.5104,6
8.3069,7.9482,16
5.3482,2.4882,9
10.267,0.31136,1
4.2335,3.26,9
5.2445,6.0603,11
5.8569,6.8125,3
1.9331,6.2403,15
8.969,5.6666,14
8.6037,6.097,14
0.59265,0.62432,2
3.854,2.8669,9
6.7365,-0.13934,1
9.2699,2.3782,6
-0.014474,6.0257,10
-0.16128,7.1656,10
5.1771,3.5846,9
3.8752,8.8395,4
0.35674,2.1041,2
5.0785,1.8265,6
6.0755,4.0647,5
8.5144,9.9243,8
4.2736,8.5959,13
5.1795,8.0818,12
3.668,6.7845,13
9.605,8.473,16
5.2244,2.5566,9
6.1115,8.058,12
1.294,13.276,10
7.1259,8.0686,12
10.601,8.2379,16
9.8955,5.7786,14
6.8432,4.7488,5
5.5687,8.1245,3
5.6657,4.2542,5
8.6827,9.7092,14
0.77448,1.8397,2
4.9724,1.8847,6
9.5577,6.1458,14
4.3733,7.9992,13
5.2501,10.181,13
8.0603,8.5094,14
5.6709,3.1334,9
5.1396,9.6791,13
0.45898,4.2621,2
4.6671,5.5956,11
7.942,4.4222,5
3.3461,8.0767,12
-0.23556,8.2645,10
8.752,8.798,8
2.3541,3.4833,9
8.4138,8.8952,14
4.1954,3.198,9
4.1501,7.3208,11
5.3554,3.7639,7
4.7001,3.0693,9
5.6417,2.5571,6
6.0144,4.59,7
10.034,8.9089,16
6.4629,8.2651,4
9.4894,11.723,4
4.6466,3.1835,9
4.7503,7.9506,4
3.1497,4.8776,15
5.2935,9.4349,13
0.26746,7.2141,10
9.5168,-0.38564,1
