@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4}

@data
6.503,0.24501,4
4.1432,0.2165,4
5.8481,5.7051,2
10.221,4.7674,3
10.018,5.1663,3
9.8875,6.1293,3
4.1812,0.20087,4
3.4884,0.20131,4
5.2983,0.22991,4
10.287,4.1666,3
10.264,6.1196,3
9.8274,4.9238,3
8.309,0.25058,4
9.8779,4.9822,3
9.129,6.7355,3
3.0567,7.4502,1
9.893,5.0495,3
10.121,5.8619,3
5.3636,0.20652,4
4.5082,0.22258,4
10.472,4.4111,3
5.769,0.21149,4
6.964,0.23965,4
10.412,6.0104,3
6.1765,0.21279,4
5.3677,0.20846,4
7.5622,0.2388,4
5.5347,0.22435,4
4.1778,6.3184,1
10.022,5.6991,3
3.8778,9.0184,1
9.0192,8.5841,3
5.8498,5.87,2
10.033,5.1134,3
9.7321,5.7764,3
5.7527,5.2805,2
3.8507,7.6957,1
9.3043,6.1012,3
10.507,5.066,3
9.9121,7.0296,3
5.8251,5.1971,2
5.4646,0.20588,4
8.8623,8.1485,3
1.6636,0.17884,4
9.2581,7.7539,3
4.5793,0.2097,4
9.5959,6.1971,3
3.8535,8.9954,1
4.7615,8.0796,1
2.9755,0.18216,4
9.186,7.7991,3
7.3043,0.27023,4
6.3879,0.24191,4
9.7115,5.3803,3
3.8163,4.5308,1
3.9205,0.21187,4
10.88,3.8356,3
4.9631,0.22027,4
6.973,0.23757,4
3.9356,0.22701,4
10.231,6.3131,3
4.1504,7.0487,1
9.1452,7.0688,3
10.097,5.3506,3
4.3102,8.5507,1
9.8389,5.654,3
9.2785,7.7109,3
5.8471,6.0849,2
5.7781,9.2696,1
8.2129,0.26944,4
5.5535,0.22049,4
1.6262,0.19332,4
5.3506,0.21941,4
5.9251,0.23017,4
10.056,5.6036,3
6.6767,0.24105,4
4.7034,8.0603,1
10.309,5.5492,3
5.087,0.20764,4
5.649,0.22144,4
5.8147,5.7371,2
9.2039,6.3968,3
10.331,4.87,3
10.008,4.697,3
7.4389,0.24226,4
6.0518,0.23724,4
5.8213,5.5768,2
4.6662,0.20051,4
5.1008,0.2037,4
3.5443,0.19257,4
4.2135,0.20758,4
6.5245,0.2324,4
5.8977,5.9381,2
5.9215,6.4952,2
3.2923,0.21357,4
10.95,3.3729,3
3.4453,0.1757,4
4.0648,0.18018,4
9.4591,6.3377,3
3.9542,0.19534,4
9.0429,8.5973,3
5.0124,0.22157,4
6.0566,7.4547,2
5.9108,6.6116,2
4.7304,6.2486,1
6.5024,0.24225,4
10.067,5.0263,3
7.0872,0.23042,4
6.1033,0.18605,4
9.6967,7.0023,3
4.2215,8.3738,1
4.6133,0.19121,4
4.0923,0.22123,4
9.8039,6.9538,3
5.8641,6.8378,2
9.7622,6.0571,3
9.7528,6.0188,3
5.8334,5.8346,2
5.5134,0.22377,4
4.5335,8.5544,1
6.4512,8.9852,1
5.6805,8.8274,1
5.8533,5.6717,2
4.8538,0.22627,4
3.9972,0.20442,4
5.4729,0.21749,4
9.4977,7.0316,3
9.3392,7.3275,3
10.344,5.5553,3
9.8893,5.3033,3
9.3277,5.5112,3
8.8509,8.7241,3
7.2121,0.24889,4
5.892,0.23431,4
9.9838,4.3624,3
5.8209,5.3505,2
10.163,5.0995,3
9.9613,5.2884,3
5.7944,5.8219,2
6.1171,0.2251,4
6.3581,0.23799,4
3.875,5.7575,1
4.2289,6.2558,1
7.3619,0.23371,4
9.9499,5.6665,3
5.8911,6.602,2
2.9631,0.18686,4
4.6827,0.19879,4
9.5974,6.0027,3
5.4543,6.9281,1
2.7844,0.182,4
10.178,5.2986,3
5.934,0.20452,4
4.5293,0.20233,4
5.0077,0.21893,4
6.6134,0.24208,4
9.5663,6.1958,3
5.8677,6.6473,2
5.921,6.412,2
5.8738,6.2551,2
5.6564,0.22666,4
5.0588,8.6746,1
9.7446,5.6274,3
10.657,4.9653,3
10.265,5.0976,3
10.091,5.3905,3
5.9138,6.9132,2
5.924,6.8927,2
4.4831,7.9616,1
4.3374,0.21977,4
9.2566,7.5305,3
2.1704,0.17846,4
9.9297,6.2781,3
5.8204,5.7498,2
10.563,5.9711,3
10.408,3.5859,3
5.9659,6.3462,2
10.531,5.4487,3
9.9899,5.1774,3
4.5429,0.2031,4
5.8552,5.791,2
9.7177,5.6461,3
10.438,4.9568,3
2.6334,0.19515,4
5.6521,0.21526,4
9.6711,6.8061,3
9.9625,5.7166,3
4.3723,9.0884,1
5.7819,4.8745,2
9.877,5.8103,3
9.6002,6.1835,3
5.2538,0.21174,4
5.7042,4.3165,2
3.0174,6.8956,1
9.8555,5.8079,3
5.9317,6.7742,2
4.4241,0.21784,4
4.5441,0.2215,4
5.2858,0.21103,4
2.496,0.16495,4
4.6617,7.7164,1
3.7113,0.1953,4
9.961,7.1552,3
9.6838,6.4312,3
7.4214,0.25953,4
10.005,4.9201,3
2.7966,0.21033,4
5.4538,0.22342,4
8.3978,0.27269,4
4.6357,6.8099,1
4.7816,9.0068,1
9.6911,6.8601,3
5.7589,4.3689,2
5.6761,0.22975,4
6.3112,0.22583,4
10.021,5.63,3
3.8332,0.22094,4
9.3768,6.2736,3
4.6892,10.002,1
5.8277,5.2053,2
9.8065,6.4248,3
5.0742,6.2036,1
6.0135,7.6724,1
5.6935,4.7916,2
7.6384,0.23974,4
10.354,4.951,3
5.8819,5.7408,2
5.2687,7.0147,1
9.7644,6.9658,3
10.16,6.051,3
