@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8}

@data
5.6092,8.6117,6
5.1752,12.539,4
7.706,9.3631,2
4.5926,10.13,4
8.4276,5.509,6
8.0318,9.9743,6
0.37899,1.6873,1
3.7653,10.052,4
8.8275,9.5686,6
1.5987,9.1866,7
0.99819,6.9395,8
7.6982,6.4569,7
3.5957,8.0257,4
8.7268,11.132,6
-1.8649,4.5079,3
3.2003,3.139,5
3.3281,6.763,4
9.3659,9.5309,2
0.70666,2.8473,1
0.48392,2.91,1
2.6776,8.8969,7
2.3346,2.8137,5
7.1965,6.7124,6
1.4256,1.1426,1
1.2044,1.8219,5
3.2138,3.5245,5
6.4536,7.8386,6
2.0667,8.081,8
3.9403,3.5292,5
0.43806,5.3596,3
9.3388,8.878,2
8.3593,8.5778,6
1.9532,3.2015,5
9.2576,8.0794,6
5.3947,9.0063,4
2.1954,9.8483,7
2.4118,2.5796,5
4.2172,6.6102,3
0.48589,7.9175,8
1.2155,6.6729,8
0.84625,2.216,1
0.85266,8.6879,8
1.3902,6.0455,3
0.45154,1.7436,5
2.4252,8.8327,8
5.1982,3.447,5
2.5086,3.1947,5
2.6187,10.233,7
0.71295,5.476,3
0.38683,5.6038,8
1.1631,1.4768,1
8.972,8.2271,6
4.4186,3.1551,5
0.88315,1.9317,5
1.3701,5.7535,3
2.1616,7.6945,7
8.1577,8.6042,2
6.2211,3.7913,6
3.9,4.0442,5
1.045,8.1918,8
0.35674,5.1085,3
6.2609,6.6352,6
6.9213,10.716,6
8.6599,10.416,6
2.23,2.6052,5
4.2287,10.484,4
1.2828,5.638,3
3.5,4.0097,5
2.7584,4.1257,5
8.1709,8.4763,6
0.52435,3.1042,1
2.9492,8.1614,8
3.5468,7.7291,7
5.5964,3.7602,5
4.4775,9.0965,4
6.0446,4.9245,5
4.9792,7.4693,7
1.6306,3.213,5
3.6158,10.763,4
1.7147,2.8432,5
7.4211,8.1963,6
4.203,10.597,4
0.89786,5.7433,8
9.2383,7.1116,6
3.6316,3.421,5
4.1045,3.9918,5
7.104,11.852,6
0.98162,8.2334,8
2.3819,5.973,3
4.1705,8.045,4
4.7639,11.89,4
4.0172,3.1639,5
1.8617,3.4181,5
0.53299,1.0288,1
3.6901,3.6862,5
1.0237,8.56,8
2.2751,3.3475,5
8.4259,10.078,6
8.5563,9.9214,2
-0.68292,1.0822,5
9.9335,11.182,6
1.0443,10.119,8
0.77331,6.3253,8
0.89763,8.1273,8
0.66935,9.7961,7
1.4424,9.3516,8
-1.5365,1.1843,5
3.0749,11.236,4
4.8423,7.7043,7
0.32304,3.0475,1
8.2887,8.4287,2
8.5168,9.796,6
6.8945,6.1093,6
8.2865,7.5099,6
7.5769,6.4838,6
3.8357,3.8055,5
3.723,7.4822,4
0.88421,7.7901,8
8.9218,8.9189,6
6.7148,7.257,6
5.0573,10.289,4
9.3088,7.7115,2
8.2993,8.746,6
1.9965,8.599,7
1.052,7.926,7
0.51347,6.4377,8
10.051,8.3291,6
7.4516,10.042,2
0.66974,1.9573,1
0.43931,1.5885,1
-0.031281,9.0876,7
5.5216,3.7097,5
1.1278,6.1416,8
2.195,9.0353,8
8.4163,8.66,6
8.0563,9.9992,2
5.3047,8.4986,6
3.9517,2.6082,5
0.26208,5.2774,3
10.224,11.637,6
0.70797,9.1057,8
0.76608,9.5437,7
10.173,8.232,6
9.273,8.8016,2
0.1423,2.2727,1
0.42006,7.085,8
5.4269,7.1016,4
6.6567,8.8405,6
1.3665,1.6738,5
1.1471,9.0834,8
0.45881,7.7144,8
1.7595,9.0329,7
1.6252,1.4919,1
1.6934,9.1959,8
9.3585,8.6755,2
1.3028,9.6674,8
4.6964,2.8386,5
0.90841,8.6424,8
9.8551,8.41,6
4.8053,3.77,5
1.1569,1.4645,1
1.0572,10.523,8
8.5731,9.0887,2
-1.0165,9.075,7
8.6037,10.01,6
2.082,0.9968,5
2.1883,2.5835,5
1.9846,1.0977,1
2.6666,2.6164,5
0.95229,8.9436,8
7.0286,9.6697,6
2.1323,8.15,4
5.8011,7.2407,7
5.8751,5.9468,7
2.1152,2.1396,5
9.0746,8.9395,6
3.8625,3.3292,5
0.15175,5.9567,8
2.7875,2.8365,5
10.141,11.01,6
4.7114,3.6624,5
9.9143,14.598,6
0.34683,2.5699,1
3.1657,6.9037,3
3.34,9.9097,4
0.20814,5.5735,3
9.2153,9.5376,2
5.7411,5.4907,5
1.2764,1.3148,1
8.9404,10.278,6
8.8857,6.9776,6
0.71984,2.4187,1
8.3433,7.4625,6
0.70595,1.9326,1
1.6999,11.462,7
6.1446,7.8107,7
1.4828,7.8999,8
5.0006,9.5937,4
3.4158,6.0572,7
1.8087,6.9741,8
4.3742,10.065,4
1.4445,0.78291,1
4.945,11.181,4
3.3342,6.7027,7
8.6889,9.657,2
9.1352,11.061,6
1.8079,9.0298,7
3.8017,8.7989,7
4.646,11.746,4
-1.4083,8.2815,7
8.0143,8.8084,2
2.0563,2.8653,5
2.4839,9.8792,4
9.2145,8.7317,6
8.0845,9.0416,2
4.2688,3.3527,5
4.0818,11.102,4
0.94565,1.8938,1
8.2023,9.4804,2
0.82124,2.2337,5
3.0919,3.0755,5
0.82067,2.0924,5
0.7528,2.68,5
3.2708,7.3655,4
1.5566,5.1782,8
10.477,10.422,6
7.8598,4.7412,5
0.63761,0.52331,1
2.2914,2.8443,5
2.7953,6.1444,3
1.7056,5.7922,3
8.1767,8.7009,6
2.0729,8.2308,7
0.7049,1.7912,1
8.8122,9.0823,6
1.4802,7.3251,8
2.0249,2.8026,5
2.4539,5.9685,3
6.1055,4.3125,5
1.6326,5.7598,3
8.4917,7.7665,6
8.0773,8.5455,6
0.0091059,7.5941,8
0.67159,6.0084,8
0.76007,1.5903,1
6.7234,6.8459,6
9.3983,9.8185,2
0.88912,0.77027,1
4.8836,4.0275,5
3.6364,2.9789,5
0.79936,8.3568,8
3.5436,8.559,7
0.71281,9.0337,8
0.3286,5.4309,3
3.2696,2.2196,5
7.6108,6.4228,6
1.4301,8.1435,8
4.6219,3.6954,5
1.3715,7.409,8
1.2484,1.9966,1
6.3163,5.4511,6
1.3293,9.1403,8
3.9829,6.8718,7
-1.0015,0.70536,5
7.8459,9.9081,2
8.7798,9.4855,6
0.73047,2.7955,5
8.4553,9.8963,6
1.7679,8.6465,7
2.1813,4.0222,5
0.93781,7.9506,8
7.0234,5.9478,7
2.5657,3.0575,5
4.5721,3.8192,5
0.55759,7.94,8
1.1139,5.8459,3
8.2816,10.66,6
8.6264,7.9829,6
0.081747,8.8296,8
6.1921,8.8622,6
9.2756,9.9734,6
2.6393,6.5922,7
1.5061,5.608,3
2.3193,3.9043,5
3.8668,11.254,4
0.046718,10.067,7
0.78951,2.8228,1
-1.0875,1.0642,5
0.9935,8.5406,7
0.1709,6.6772,8
10.809,11.593,6
8.2113,6.2925,6
4.1245,7.2332,4
1.4135,1.8208,1
4.9734,7.2364,7
8.0031,9.2527,2
8.0277,4.1692,6
1.7879,7.9553,8
2.1741,3.3884,5
4.8305,2.8512,5
5.1522,7.6234,7
9.8573,10.478,6
4.3162,8.9839,4
4.3358,6.0118,4
3.2084,9.9734,4
4.1912,7.5529,4
8.3686,8.6304,2
2.3457,8.1373,7
8.2788,9.5452,2
7.7169,10.614,6
2.3714,2.486,5
9.1247,9.4242,2
1.3184,2.8405,5
7.5915,10.238,2
2.2948,2.2574,5
9.0582,8.8162,2
2.1465,2.188,5
3.9618,8.678,4
-0.023376,3.0116,1
4.2615,7.993,7
8.9486,9.9713,6
0.48115,7.4615,8
2.801,9.2593,4
-1.0738,9.2907,7
7.9523,8.8014,2
0.82751,9.3866,7
1.2849,1.6437,1
0.17917,2.4472,1
1.6549,2.7448,5
1.3902,7.7765,8
1.2414,8.9146,8
4.6347,8.1267,7
3.7667,8.8701,7
1.1853,2.5552,5
0.30301,7.5436,8
1.3822,7.6385,8
7.8074,7.9791,6
0.53218,1.3839,1
3.6031,6.3925,3
0.59514,2.7156,1
2.8262,6.2552,3
2.1165,8.6208,7
8.3999,10.209,2
0.85432,7.431,8
0.86652,8.9111,8
6.6678,6.1959,6
-0.94106,1.2809,5
6.9696,7.5947,6
0.78801,7.8414,7
1.0754,9.7853,7
0.80451,8.8302,8
10.857,9.7711,6
4.8638,11.856,4
0.27726,6.4067,8
7.1704,6.4013,6
1.3385,1.8263,1
4.4671,8.4991,7
7.0827,9.5652,2
5.863,4.6537,5
1.0033,7.9117,8
-0.34434,5.2932,3
0.27642,5.5047,3
1.3741,9.1666,7
2.1852,5.4752,8
1.8483,7.2612,7
1.2359,5.7033,3
9.0226,8.0862,6
3.2388,7.5445,7
9.7593,8.8824,6
3.6647,5.7535,7
0.98153,9.5488,8
1.1964,8.1134,7
