@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
6.9907,4.2772,5
0.89767,6.7423,15
5.3598,7.1767,3
1.139,11.603,10
1.7284,5.7399,15
11.916,8.9343,16
6.4769,6.6733,7
5.1878,10.577,13
4.6259,8.8757,13
5.4875,7.0801,11
10.177,8.6451,16
0.65601,7.9365,10
5.9849,7.1132,11
6.372,3.136,9
4.326,7.7036,11
9.9969,8.6054,14
4.2716,3.1141,9
3.5966,6.7699,13
-0.65219,8.4543,10
-0.11434,6.7771,15
5.2766,2.548,9
3.774,5.4318,15
4.0333,8.0656,12
9.9721,7.7631,16
5.9494,2.1613,6
4.2108,8.0628,12
7.1064,5.9748,14
0.036358,10.405,10
2.6502,5.4515,15
2.2425,5.5635,15
4.9146,9.6281,13
4.2803,3.8934,9
2.504,4.9682,15
1.9203,5.4621,15
9.2646,7.6416,14
9.6007,6.9555,14
4.7313,7.3416,11
5.2335,5.7022,11
7.37,1.3472,6
4.6747,9.5899,13
1.6413,6.6319,15
7.7418,8.8719,16
2.2946,5.4131,15
9.9466,4.806,5
1.4281,6.2011,15
9.4348,8.1712,16
6.1035,-0.40154,1
-0.38941,9.8681,10
1.9391,5.2294,15
4.6445,8.8344,13
6.8634,4.4789,5
10.951,7.3647,14
7.9689,7.8196,16
1.7344,13.026,10
9.7446,8.0763,16
9.6524,8.3462,14
4.9607,9.3329,13
7.0487,8.1481,16
3.3388,7.5045,11
4.54,3.1309,9
4.437,9.074,13
5.6068,6.9442,11
10.393,8.7557,16
4.592,1.9696,9
4.7889,6.7773,11
7.2147,2.75,15
4.6889,9.7742,13
8.2352,7.9484,16
4.3393,7.6962,11
0.67492,4.5089,10
9.1171,9.429,14
-0.18635,8.0671,10
3.8213,7.1099,11
4.3198,7.8061,11
5.831,11.052,13
7.9584,8.3923,16
5.2069,6.5151,11
7.3808,8.2031,16
0.53503,6.8469,10
4.1354,8.0719,12
2.2388,8.3609,10
3.712,7.405,4
4.3109,3.4923,9
0.75758,12.529,10
4.5664,2.3027,9
8.8009,6.7408,14
7.4852,9.0396,14
3.4858,5.8514,11
7.7259,8.0788,14
4.3569,8.5131,13
7.1342,7.9825,16
6.5418,8.068,12
4.7778,3.3114,9
10.011,7.4426,14
9.4698,7.4598,14
5.0586,7.8057,4
10.744,8.5722,16
8.9552,6.5125,14
6.0974,8.0842,12
10.297,8.6974,16
9.7284,6.2313,14
4.7418,9.4372,13
4.4272,7.5998,13
4.7601,8.2729,13
4.9268,8.0583,12
5.6285,2.7327,9
10.118,8.3563,16
8.6298,3.1331,14
8.1262,7.5857,16
10.131,8.8203,14
7.8025,8.093,16
0.81541,5.3876,15
3.8726,6.7547,11
4.7306,7.5579,11
8.3162,7.919,16
7.7035,6.5946,14
6.9418,8.0685,12
7.1991,8.2495,16
-1.0738,5.8923,10
2.134,5.0426,15
7.7554,3.3072,6
3.5147,8.157,11
8.1891,0.56828,1
1.7002,6.3194,15
8.9292,7.8423,16
3.6404,2.7163,9
4.9311,7.6919,11
2.5526,8.0469,10
5.8257,4.332,5
9.5678,1.6381,1
5.9536,8.0634,12
1.553,6.104,15
9.5393,7.0013,14
4.5379,2.776,9
6.161,8.0501,12
3.8786,7.4508,13
9.9775,7.5178,14
10.51,8.9995,16
2.4175,6.0839,15
3.6623,7.1198,11
3.197,3.1593,9
3.9836,1.2999,6
4.5372,8.5355,13
12.248,9.1902,16
3.6891,5.6561,15
8.2875,8.4876,16
5.4774,2.7872,9
11.872,9.0964,16
4.052,2.8827,9
8.6641,8.0811,12
4.8813,9.1525,13
4.6948,3.0573,9
6.0762,3.2766,6
6.5937,8.0732,12
5.4046,7.2658,11
0.76768,6.1787,15
9.1486,-0.96907,1
4.7342,3.1081,9
11.052,7.7571,16
5.0108,9.7985,13
0.33561,6.266,15
3.1382,2.4642,9
8.3661,8.7261,14
0.25254,4.1143,10
10.118,8.2801,16
8.3114,11.484,4
4.4421,3.4165,9
4.8909,6.2547,11
5.3106,8.0733,12
1.5016,10.812,10
-0.36782,8.0208,10
5.6705,8.0711,12
4.4928,6.9597,11
4.0781,8.2997,13
4.7771,6.118,11
9.4945,8.5788,14
