@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4}

@data
1.6925,0.19097,4
9.3975,5.1773,3
4.7647,0.18761,4
9.1099,6.6908,3
9.9598,5.005,3
4.4618,10.063,1
10.416,3.734,3
9.9642,5.5342,3
9.8761,6.0612,3
9.6676,6.0923,3
10.549,5.0547,3
6.5792,0.23868,4
10.575,5.8118,3
9.1696,6.8568,3
3.095,0.19003,4
9.9768,5.5536,3
10.168,4.9097,3
7.17,0.24628,4
4.4269,0.21237,4
1.812,0.19334,4
3.9262,0.20945,4
10.205,4.8321,3
10.391,4.3017,3
5.4495,0.21067,4
9.7937,5.9895,3
10.52,4.9587,3
9.0384,9.0436,3
9.2757,6.5566,3
3.8321,7.7729,1
10.609,4.0156,3
5.8245,5.4129,2
9.6012,7.0879,3
6.3307,0.21647,4
3.9255,0.20573,4
10.53,2.8343,3
5.9967,0.21885,4
10.017,5.8137,3
9.9954,5.4979,3
5.4217,0.22213,4
10.048,6.3099,3
9.368,8.2043,3
4.0496,7.6198,1
10.717,4.0482,3
4.8171,0.19695,4
5.3067,0.21995,4
9.8701,5.7328,3
10.134,3.759,3
10.12,5.488,3
9.4302,7.9378,3
5.1557,7.3002,1
2.9678,0.20161,4
10.138,4.5896,3
9.6164,6.4692,3
9.6124,6.0451,3
9.9983,5.8102,3
9.3119,7.3416,3
4.3372,0.19792,4
10.555,4.8345,3
5.0392,0.23683,4
9.8826,5.8978,3
7.1762,0.23297,4
4.6872,0.22388,4
4.5755,6.9057,1
3.5009,9.2486,1
3.1773,0.20327,4
9.8045,5.2342,3
10.198,4.9557,3
7.4814,0.25445,4
9.4017,6.3084,3
4.0408,0.20564,4
10.116,5.2072,3
9.7594,5.6703,3
9.7979,5.686,3
10.163,5.0122,3
4.3913,10.016,1
9.4808,6.2043,3
10.442,4.4429,3
10.148,5.4315,3
9.396,8.2615,3
5.8921,0.22432,4
6.9322,0.23937,4
10.651,4.3433,3
1.3345,0.17409,4
9.8404,6.7712,3
5.1146,0.20511,4
7.7993,0.24803,4
6.2197,0.22261,4
4.9142,0.21474,4
9.4312,6.368,3
10.046,4.8106,3
4.1852,9.5886,1
9.3184,7.7327,3
8.9673,0.24533,4
3.1872,0.18757,4
10.058,6.0978,3
6.2314,0.20299,4
10.152,6.5996,3
10.238,5.1424,3
9.7734,6.3393,3
8.7112,0.23703,4
9.0828,8.0359,3
5.9075,6.9024,2
5.7918,5.8941,2
10.507,5.1934,3
7.6726,0.26297,4
9.6203,6.5284,3
7.0029,0.24398,4
4.9282,0.19763,4
9.8147,6.4882,3
5.8358,5.0656,2
9.0955,8.3635,3
9.1408,7.0953,3
4.1074,0.21373,4
9.5643,6.5145,3
5.7258,0.21711,4
9.5961,6.7612,3
5.7748,5.2383,2
8.9812,6.3985,3
4.5762,0.20647,4
9.9262,4.4608,3
9.4661,8.4218,3
9.6987,6.8431,3
5.4487,0.21835,4
8.1722,0.22046,4
3.3883,0.19028,4
6.2638,0.22316,4
10.024,5.7325,3
4.4497,0.22325,4
9.9017,5.8615,3
9.8782,5.2897,3
10.256,5.5517,3
4.5102,0.20722,4
3.4651,0.1969,4
5.7526,0.23668,4
5.4199,0.21406,4
9.8759,5.3964,3
1.8003,0.18593,4
10.203,5.9088,3
10.257,4.5273,3
4.8695,0.21919,4
8.9944,7.1194,3
10.246,4.3405,3
3.8819,0.20238,4
4.3829,0.20794,4
10.38,5.0108,3
6.8473,0.23408,4
9.8143,6.0459,3
5.1259,7.8294,1
7.0229,0.23202,4
9.7911,6.4086,3
3.7049,0.2209,4
6.3762,0.21997,4
4.6957,0.22677,4
5.7091,4.3843,2
9.425,7.0463,3
5.9274,6.2584,2
4.7479,0.21808,4
9.6212,6.226,3
8.3908,9.1693,3
9.2766,6.7712,3
3.825,8.1461,1
9.9212,5.7012,3
10.201,4.4628,3
10.041,6.2049,3
9.4674,7.236,3
6.9522,0.23723,4
9.4522,5.9648,3
9.9574,6.6249,3
10.661,3.9964,3
6.7553,0.21982,4
9.0408,0.25451,4
6.2439,0.23885,4
8.7868,0.28981,4
9.7795,6.974,3
5.6903,0.22025,4
4.8797,0.21636,4
4.0045,0.21115,4
10.067,6.2734,3
9.1939,7.3659,3
10.043,4.8295,3
9.6449,7.0563,3
5.2978,0.19093,4
5.8565,6.0227,2
9.7593,6.4449,3
6.3465,0.233,4
10.065,4.1447,3
8.5172,0.25041,4
