@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8}

@data
1.2352,2.036,1
0.95468,9.1538,8
9.1735,11.618,6
0.54581,7.1615,8
1.0474,1.7941,5
1.0819,5.8258,8
0.25667,1.9044,5
9.5283,11.153,6
10.17,12.587,6
9.4972,8.5307,6
2.6355,3.7004,5
8.4405,10.599,6
2.88,1.6433,5
2.1751,3.0784,5
1.2863,3.2688,5
3.594,3.2581,5
1.0264,6.7749,8
0.98704,1.7209,5
1.5126,7.8283,8
5.7038,6.1767,7
6.6021,9.1263,6
0.9977,7.595,8
1.2388,7.3332,8
2.1289,1.9396,5
7.5003,10.034,2
3.1867,8.2803,7
10.424,11.515,6
5.4683,5.099,7
1.5366,10.176,8
-1.464,11.791,7
2.6711,3.1612,5
8.1852,9.1751,6
7.7069,8.456,6
2.0932,9.0711,7
1.7014,2.2053,5
1.065,7.4309,8
2.9759,2.5682,5
9.638,9.9063,6
0.80562,5.67,8
4.4346,6.6912,7
0.66633,3.6612,5
1.1194,5.5704,3
5.418,6.5475,7
7.5747,9.0265,6
2.8537,8.9243,7
4.0903,3.2676,5
4.6253,3.0969,5
3.4947,7.5458,7
-0.22697,6.578,8
0.92729,9.7445,8
0.99358,10.065,8
0.50036,1.7677,1
0.29875,1.6769,5
4.5558,3.4422,5
8.0948,5.4849,6
4.0317,4.1099,5
8.4579,10.436,6
2.4361,9.6073,7
3.8678,7.4027,7
1.7074,2.9562,5
8.16,9.6588,6
8.9084,6.6371,6
2.2587,8.9123,7
1.8205,6.8811,8
5.5283,5.1057,6
3.9435,8.6903,7
9.6304,7.8685,6
3.8313,8.9457,7
0.80065,2.1639,1
3.006,2.4621,5
1.1428,1.8762,5
8.9184,10.582,6
1.5699,2.3184,5
-0.16375,9.3813,7
0.2177,1.9406,1
0.25983,5.8879,8
0.067262,2.3042,1
1.1276,5.8061,3
0.057895,6.4919,8
0.77537,8.185,7
7.1963,7.2681,6
-0.20043,5.1335,3
1.1219,8.7697,7
2.7402,8.8846,7
2.3622,7.6911,8
6.3547,9.7737,6
1.3597,6.8528,8
9.1176,9.3652,2
1.6046,1.9529,5
3.8306,8.5732,7
1.0364,6.5494,7
0.86528,9.2099,8
1.8093,8.1209,8
2.525,8.9948,7
8.8356,7.3491,6
0.91099,9.2604,7
8.9109,8.971,2
0.52517,1.746,1
2.1522,8.2538,8
1.2446,2.5665,5
0.49528,2.3883,5
11.615,12.107,6
7.1859,6.8128,6
3.5775,2.9144,5
3.8245,10.482,4
1.5755,7.6594,8
0.9471,7.3565,8
2.7048,6.9879,7
5.7012,9.685,4
6.0248,6.97,6
0.59674,9.1898,8
0.77606,8.2605,8
3.3317,1.9207,5
0.52452,7.9499,8
6.5248,8.8174,6
6.4259,4.1223,6
1.2331,3.2144,1
8.8346,8.7979,6
3.8896,8.3166,4
2.8338,8.7622,7
4.049,9.0461,7
8.7135,9.9034,2
1.4994,6.5509,8
3.6979,7.0053,7
