@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}

@data
6.9916,10.36,17
8.5498,9.1273,16
8.1082,8.3657,20
3.068,4.6258,15
8.0983,9.4682,23
6.8902,12.898,22
5.7542,2.668,4
8.1925,6.4206,22
8.0118,0.9494,19
7.0836,9.2886,22
2.5446,9.7978,13
10.334,8.7662,16
6.9587,9.1536,22
0.52125,4.0535,24
4.9291,10.077,17
1.4042,2.9272,24
3.701,8.867,13
10.619,6.801,16
4.851,7.6424,20
7.4558,9.427,23
9.5821,0.70585,1
6.0259,0.521,14
5.2882,10.292,17
8.0858,6.5532,22
1.9877,2.2915,24
0.84226,4.842,18
8.6226,1.0282,19
6.046,1.4025,14
6.9251,8.2319,20
7.841,1.1223,19
11.583,5.8281,16
7.0414,10.812,22
7.9015,11.94,22
10.519,7.4793,16
6.5233,11.095,22
3.1582,4.4979,15
1.7229,2.0074,24
6.5466,9.2099,23
-0.64027,4.8162,18
3.0284,4.6314,15
9.5724,9.9067,16
10.117,0.70599,12
3.0478,4.7268,15
4.7577,4.5465,21
-0.35208,4.8263,18
3.3752,9.146,13
3.2098,9.7723,17
-0.42545,4.5663,24
6.2587,7.6022,20
1.0304,3.9391,8
3.0991,4.709,15
6.0165,2.1015,14
1.8925,1.9506,24
8.368,1.0468,19
3.9909,10.003,17
6.484,11.538,22
2.6329,9.7327,17
6.0299,0.064513,14
2.6075,4.9837,18
4.9816,4.772,21
9.9621,8.3613,16
8.9473,9.4865,23
5.8402,6.4363,20
5.9549,0.38649,14
5.5872,4.4312,11
4.144,7.7263,9
6.4294,9.042,23
2.2143,4.9353,18
5.8281,2.719,10
2.5142,9.8763,13
4.9698,7.6485,20
7.1578,8.5094,20
5.2472,5.0204,21
8.1732,7.3957,20
-1.2913,4.768,18
3.1241,4.1474,15
3.8249,6.8791,20
8.9144,7.9666,20
1.5005,4.8652,18
5.9864,0.74091,14
3.5387,7.9891,9
8.4693,1.1691,19
5.9642,1.7041,14
2.7489,9.6255,13
8.4724,0.94175,19
8.4386,1.1424,19
7.3998,0.8941,19
3.397,5.0411,6
4.9358,10.401,17
7.6171,2.9333,4
1.9665,10.322,13
7.0953,10.084,22
-0.57651,5.59,24
-1.0478,4.7742,18
3.0177,9.4766,13
2.4678,9.8297,13
8.3971,7.7299,22
2.9282,2.0541,24
9.247,9.4013,23
3.0059,4.7602,15
6.686,10.434,17
8.0101,0.94679,19
6.1218,0.75971,14
6.0729,-0.97946,14
7.1394,6.9523,5
6.0663,7.1491,20
5.9081,1.4814,14
5.0452,2.8075,10
8.7928,8.8273,23
5.7368,9.4663,22
3.1787,4.0608,15
1.2959,3.2792,24
8.4051,0.90027,19
4.8463,7.3854,20
2.888,9.625,17
9.106,8.1777,16
2.0457,1.1652,24
3.0981,4.7528,15
8.1571,7.9482,22
10.926,9.2528,16
9.7152,9.8023,16
7.5968,9.3235,23
7.2246,3.445,11
8.5938,1.1239,19
8.2374,1.0919,19
7.2189,9.3661,23
5.2993,6.1108,21
-0.27354,4.7902,18
9.8107,9.121,16
4.2172,9.7504,17
6.6358,2.5849,4
3.348,9.0254,13
10.658,5.2801,16
7.7408,9.2197,23
3.0764,4.5641,15
-0.45073,4.7774,18
7.652,7.7077,20
4.9999,3.6367,21
5.8852,10.884,22
5.3476,5.7292,21
11.351,7.7347,16
7.1404,9.8672,23
1.6013,3.2904,24
7.8171,9.2406,23
2.139,1.5967,24
0.61501,4.8161,18
7.9905,10.181,22
-2.8074,4.6486,18
0.86392,9.4307,17
3.1162,4.6895,15
5.9669,1.0334,14
2.6884,4.968,18
1.9693,10.351,13
2.8877,9.1249,17
-0.34103,4.8337,18
10.234,7.7134,16
2.4499,9.8593,13
3.1408,3.9659,15
7.7562,9.2575,20
3.0753,3.711,15
1.362,2.5768,24
6.3409,5.7412,21
6.0256,0.69181,14
2.0494,9.799,17
-0.072396,4.7365,18
5.9731,10.118,17
5.975,1.4483,14
4.772,4.885,21
8.2836,1.0966,19
6.7678,8.7072,23
4.5328,9.8454,17
