4.5069,8.4597,1
4.2797,5.3852,1
4.8125,7.4041,1
4.8065,5.949,1
4.8734,8.6188,1
4.2961,8.2709,1
4.8836,8.3362,1
4.545,5.5654,1
4.7884,7.5112,1
5.031,6.4427,1
4.9208,7.356,1
4.7866,8.1031,1
2.9681,7.5048,1
5.4765,9.6586,1
4.8564,9.0848,1
4.2556,7.0457,1
4.4536,8.4615,1
5.4214,10.437,1
4.6557,7.9949,1
4.2492,9.8101,1
5.0332,7.5619,1
5.4078,10.48,1
4.636,7.4133,1
4.4367,8.1789,1
6.2179,7.7309,1
2.9188,5.7545,1
4.5912,6.756,1
3.5363,4.9956,1
3.2172,5.1533,1
3.4898,7.2494,1
5.8067,8.6155,1
3.5137,8.4376,1
4.8111,8.5522,1
4.3779,7.5,1
4.0633,7.445,1
5.4849,7.5217,1
4.9348,6.6866,1
4.742,7.35,1
4.9879,6.9174,1
5.7514,8.4799,1
5.3425,7.5189,1
4.1738,7.5572,1
4.0715,5.5007,1
4.6306,8.4246,1
4.8822,5.7994,1
4.1319,6.808,1
4.7878,9.1205,1
4.4311,12.182,1
4.3475,5.5599,1
5.3264,7.333,1
5.8506,6.7503,1
5.2182,8.3906,1
4.8987,7.9086,1
4.6307,8.6741,1
4.9539,8.7894,1
3.6446,8.0754,1
5.5166,7.5207,1
4.4044,7.7456,1
4.4164,6.5163,1
5.0675,5.4816,1
2.9384,5.0049,1
3.9258,8.8657,1
4.3494,8.679,1
3.5487,9.2386,1
5.924,8.0344,1
4.5817,7.1571,1
5.1229,7.1966,1
4.183,9.1664,1
4.3731,6.8761,1
5.0407,7.935,1
3.7912,7.7968,1
6.0281,8.3082,1
4.9428,10.312,1
4.6989,9.3567,1
4.684,7.6441,1
5.6456,9.4292,1
3.8665,8.8483,1
3.4731,7.5233,1
3.5628,5.9951,1
3.7349,9.3791,1
5.3232,9.7603,1
3.4394,6.3142,1
4.566,5.5168,1
3.7547,5.8562,1
4.3774,8.7174,1
4.0346,9.293,1
4.0285,6.3988,1
3.9916,7.5316,1
4.4156,7.118,1
2.988,6.521,1
4.6271,5.97,1
3.8524,7.4928,1
5.2949,7.5456,1
5.6985,8.4954,1
3.8332,8.8354,1
5.1757,8.4735,1
5.2653,8.9065,1
3.7109,9.6002,1
4.816,6.6911,1
3.9104,6.1446,1
5.8008,10.069,1
4.505,5.6285,1
4.5052,9.8823,1
4.4737,6.9153,1
5.9135,7.6686,1
3.7076,7.2942,1
3.6172,6.5145,1
4.3196,7.3698,1
5.0273,5.0787,1
3.8016,7.4883,1
4.0543,8.8119,1
4.1876,9.4536,1
4.4499,8.3683,1
5.1501,6.0095,1
4.229,6.9088,1
5.5013,5.7122,1
4.3339,9.4912,1
5.5521,8.2377,1
3.2671,8.4428,1
4.4195,7.4675,1
5.476,9.4171,1
5.3113,6.9765,1
5.3585,7.2507,1
4.7318,8.7292,1
5.8799,7.004,1
5.84,6.2833,2
5.8399,6.0144,2
5.9185,7.0225,2
5.8512,6.1462,2
5.7403,5.0725,2
5.7978,5.6432,2
5.8354,5.9766,2
5.909,6.5017,2
5.8513,6.5524,2
5.9193,6.6224,2
5.8279,5.9236,2
5.7921,5.683,2
5.8599,6.5609,2
5.7844,4.6575,2
5.8263,5.0519,2
5.9549,6.7517,2
5.938,6.7447,2
5.983,7.2378,2
5.8617,5.9275,2
5.7105,5.4164,2
5.8267,5.577,2
5.7659,5.0749,2
5.8533,5.7806,2
5.8624,6.9531,2
5.6978,4.9701,2
5.8668,5.7323,2
5.8279,5.6719,2
5.7695,5.4356,2
5.7608,5.3577,2
5.8569,4.952,2
5.846,5.8025,2
5.9951,7.13,2
5.8231,5.487,2
5.8153,5.7963,2
5.8796,6.1327,2
5.6824,3.4071,2
5.9148,6.4833,2
5.8212,4.6708,2
5.7414,4.9678,2
5.8185,5.6268,2
5.8893,6.7428,2
5.8657,5.4016,2
5.772,5.1617,2
5.9131,5.3542,2
5.8764,6.3815,2
5.8602,6.475,2
5.87,6.0961,2
5.965,6.4608,2
5.9007,5.8061,2
5.7588,5.0218,2
5.8888,5.8734,2
5.7906,6.6522,2
5.8796,6.2762,2
5.8343,5.6173,2
5.8556,5.6861,2
5.8722,5.8463,2
5.7437,5.6168,2
5.956,6.7365,2
5.797,5.0141,2
5.8147,5.1781,2
5.8477,6.2094,2
5.7222,5.1146,2
5.846,6.4541,2
5.8137,5.5958,2
5.8113,5.7992,2
5.8411,5.4648,2
5.8871,6.2739,2
5.822,5.3898,2
5.7896,5.3754,2
5.81,5.4556,2
5.919,6.0486,2
5.9267,6.4852,2
5.8069,5.161,2
5.9085,6.7171,2
5.9138,6.5722,2
5.8637,5.7067,2
5.8141,5.458,2
5.8721,6.4846,2
5.9796,7.1262,2
6.0307,7.1381,2
5.8132,5.9975,2
5.868,5.2918,2
5.8467,4.9394,2
5.8754,6.4346,2
5.731,4.6656,2
5.8425,5.6426,2
5.8277,6.0391,2
5.897,5.5316,2
5.7958,5.3356,2
5.8495,5.5904,2
5.9168,6.6244,2
5.8887,6.7011,2
5.6877,4.483,2
5.8822,5.5896,2
5.8482,5.3369,2
5.9142,6.1703,2
5.7578,5.3456,2
5.8922,6.2885,2
5.95,6.5374,2
5.8161,5.0475,2
5.8814,6.1024,2
5.7002,4.6605,2
5.7989,5.2631,2
5.9112,6.1594,2
5.8731,5.4339,2
5.8987,6.3552,2
5.8516,5.6691,2
5.9406,6.3499,2
5.7567,5.7348,2
5.9513,7.5178,2
5.805,5.8117,2
5.8884,5.493,2
5.7911,5.2607,2
5.8316,5.9035,2
5.8449,6.0541,2
5.8965,6.671,2
5.9514,6.9289,2
5.8029,5.4853,2
5.8033,5.3413,2
5.995,6.314,2
5.8921,5.8386,2
5.9153,6.7947,2
5.8646,6.4076,2
5.9229,6.1541,2
5.8764,5.5543,2
9.9789,5.4295,3
9.9819,6.2891,3
10.13,5.0492,3
10.376,5.9704,3
10.093,5.0577,3
10.38,4.8146,3
9.8352,5.1877,3
10.302,5.458,3
9.836,5.5881,3
9.8112,5.3719,3
8.9905,6.9491,3
9.4763,6.4759,3
10.377,4.8491,3
10.045,6.1096,3
10.004,5.1073,3
10.269,4.3635,3
9.6314,6.6193,3
9.2379,6.8697,3
10.381,5.4692,3
10.076,5.4302,3
9.2388,7.8312,3
9.1623,7.6763,3
9.8534,5.5774,3
9.4135,7.9775,3
10.193,5.1747,3
10.177,5.0885,3
9.3753,6.7937,3
9.7917,6.9856,3
9.5341,6.5376,3
9.6826,6.9209,3
9.8592,6.0057,3
9.5385,7.6344,3
11.182,2.4798,3
10.474,4.8531,3
11.063,4.3475,3
9.413,7.1516,3
9.7937,6.1596,3
9.744,6.3568,3
9.5324,7.6025,3
8.6781,7.3233,3
9.9766,5.7765,3
9.8908,6.2114,3
10.08,5.9523,3
10.411,5.5607,3
10.019,3.6116,3
10.605,5.0478,3
9.6452,6.4316,3
10.327,4.3393,3
10.077,6.6742,3
9.7594,6.3262,3
9.4474,7.1757,3
9.9573,6.244,3
10.802,3.0279,3
10.043,4.5945,3
10.463,5.2174,3
10.327,5.4421,3
9.7347,6.5354,3
9.0233,7.4178,3
10.661,4.6319,3
9.3223,7.0747,3
9.4259,7.2596,3
9.6292,6.3393,3
8.8459,8.7025,3
10.766,3.7228,3
9.806,5.2411,3
8.7873,8.265,3
9.7474,5.331,3
9.9282,5.4585,3
10.368,5.2175,3
8.699,7.7394,3
10.459,5.2894,3
10.403,4.4083,3
10.179,5.0314,3
10.306,4.5805,3
10.667,3.4974,3
10.19,4.713,3
9.2059,7.0149,3
10.192,4.4101,3
9.8195,7.3753,3
9.9294,7.2881,3
9.6672,5.7857,3
9.7914,6.0504,3
9.9018,5.438,3
9.1514,6.664,3
10.447,3.5306,3
9.2214,7.9458,3
10.19,5.4226,3
10.471,4.5799,3
10.191,5.3619,3
9.5028,5.7356,3
10.147,4.4807,3
9.8389,5.731,3
9.4957,7.1924,3
8.5542,8.0127,3
9.5858,6.3311,3
10.482,4.399,3
9.7875,5.0714,3
10.071,5.6441,3
9.566,7.0606,3
9.9758,5.8513,3
9.8237,5.6079,3
10.097,5.2701,3
9.7329,6.8231,3
9.0617,7.1371,3
10.659,4.1028,3
9.918,5.4259,3
10.615,2.7333,3
10.654,4.0526,3
9.2889,7.3268,3
9.8047,5.6007,3
9.88,5.9551,3
10.177,5.6628,3
9.9632,5.989,3
10.1,4.6508,3
10.491,3.8042,3
9.8236,6.9408,3
10.083,4.4672,3
10.207,5.4307,3
9.5474,6.1972,3
9.8958,4.7112,3
9.327,7.6294,3
8.9063,7.1662,3
10.074,5.9478,3
10.22,6.1238,3
10.239,4.8061,3
10.368,5.1828,3
9.831,6.2868,3
9.9049,4.859,3
9.7132,5.308,3
10.117,5.4067,3
10.574,5.7838,3
10.316,4.542,3
10.034,5.2196,3
10.999,2.9836,3
10.668,4.7196,3
9.3312,5.6664,3
10.392,4.568,3
9.8489,5.7041,3
10.081,5.4097,3
9.8598,4.5919,3
9.6305,6.6599,3
9.3847,6.5924,3
8.8387,9.0834,3
10.247,5.6097,3
9.1767,7.8957,3
10.24,5.1795,3
9.8052,6.1299,3
9.9274,6.3242,3
9.727,6.1926,3
10.418,6.1851,3
10.441,5.0907,3
10.244,5.4089,3
9.8655,6.3936,3
10.28,4.706,3
9.2792,6.8455,3
10.5,5.8355,3
9.5075,6.9832,3
10.172,5.063,3
9.4045,6.7278,3
9.6852,6.4973,3
9.6599,6.1791,3
9.4542,6.2128,3
10.13,4.7213,3
9.9592,5.7132,3
9.8617,5.901,3
9.7355,6.0304,3
9.8358,7.0404,3
10.315,4.0721,3
9.8154,5.9828,3
10.398,4.9647,3
10.125,5.5391,3
10.424,4.6985,3
9.0929,8.2732,3
9.6327,6.6374,3
10.513,5.2139,3
9.5101,6.9711,3
10.175,5.7942,3
10.501,5.4193,3
9.2201,7.3468,3
10.126,5.4494,3
9.3655,7.1612,3
9.1323,7.569,3
10.127,5.0827,3
9.5641,5.8928,3
9.2687,6.8948,3
9.575,5.9119,3
10.577,3.4925,3
9.4436,7.5183,3
10.339,5.3399,3
10.413,3.8754,3
9.4216,6.9887,3
9.5752,6.3429,3
8.6928,8.4691,3
9.6723,7.1776,3
10.287,4.3506,3
9.9807,5.1017,3
9.5886,5.975,3
9.5796,7.4405,3
10.386,5.5442,3
9.2606,6.667,3
9.6947,6.1375,3
9.5735,6.4888,3
9.4483,6.8487,3
9.4478,7.2526,3
9.5567,6.3325,3
9.4437,6.084,3
9.8804,6.079,3
10.092,5.9993,3
10.173,4.8111,3
9.3207,7.1408,3
9.7206,6.2464,3
9.9077,4.5884,3
9.3748,6.5356,3
9.94,5.4035,3
9.4802,7.1786,3
9.6603,6.28,3
9.6264,6.8544,3
9.5686,6.4394,3
9.872,4.4918,3
9.8862,5.4278,3
9.7672,5.4802,3
9.7291,6.0089,3
9.1501,7.8896,3
10.179,5.6584,3
9.9528,4.6587,3
10.03,5.0696,3
9.5165,7.1896,3
9.8566,5.2036,3
9.5207,7.4451,3
9.2357,7.4353,3
10.21,4.5139,3
9.6757,6.1235,3
9.8809,6.4771,3
9.7001,5.915,3
9.7127,5.8948,3
9.717,5.7895,3
10.248,4.176,3
9.8729,6.0617,3
10.041,5.9701,3
10.073,6.0014,3
10.107,6.2302,3
10.428,4.291,3
9.1114,7.7138,3
10.43,4.4912,3
9.0075,7.6321,3
9.4739,6.1641,3
10.472,4.856,3
9.5714,7.0852,3
9.6974,6.5169,3
9.5664,6.8747,3
10.439,5.3634,3
9.4004,6.6626,3
9.0611,8.0569,3
10.472,4.3869,3
9.2647,7.1992,3
9.9824,5.6538,3
9.6869,5.9783,3
9.5535,7.2511,3
9.7689,5.6196,3
10.256,4.8265,3
10.429,4.7593,3
10.615,4.904,3
10.266,4.4931,3
10.333,4.8091,3
10.789,3.8796,3
9.529,6.894,3
10.184,5.9773,3
10.315,6.2253,3
9.6415,6.9031,3
9.8979,6.5919,3
9.333,6.5275,3
10.321,5.3498,3
9.6541,6.07,3
8.7081,8.8576,3
