@relation MulticlassDataStream

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
0.33581,10.059,10
7.1178,8.0754,12
4.6321,7.1505,11
1.6386,5.8602,15
5.278,8.0806,12
5.3561,3.1227,9
4.7583,3.2912,9
0.30396,6.6171,15
9.6366,8.7188,16
4.241,3.1372,9
4.1944,8.4951,13
0.71564,7.6907,10
5.6422,8.0678,12
4.9436,8.0681,12
3.5009,5.2919,15
5.2321,6.5775,11
4.9663,6.6056,11
8.3778,8.1257,14
0.57707,5.6612,10
9.5504,8.8234,16
-0.3322,6.5342,15
10.611,5.9714,14
4.9178,8.7891,13
9.2282,9.2988,8
9.0363,8.2752,16
0.18816,11.706,10
2.2428,5.5993,15
11.136,8.7952,16
8.7226,8.3353,16
0.3316,9.0068,10
8.8005,5.5091,14
3.0691,8.0807,12
5.2846,2.967,9
5.6385,3.4972,9
2.4207,5.1827,15
6.1134,8.2453,16
4.3098,8.7912,13
2.7383,5.7749,15
8.4161,8.229,14
10.829,8.1336,16
-0.1978,7.2013,10
6.327,4.1755,5
12.714,8.8534,16
3.4936,5.4217,15
9.5804,7.9795,14
8.5562,8.492,14
1.2971,6.6768,15
5.8239,8.0659,12
4.8141,3.2928,9
5.0686,3.4148,9
3.6451,4.6455,15
9.0786,7.5787,14
4.7473,8.8551,13
2.0179,9.9461,10
5.5681,8.0846,12
5.193,9.9828,13
4.2705,6.9847,11
1.8668,7.3653,10
-0.31861,8.0106,10
1.9942,5.6146,15
8.1296,7.926,16
10.356,7.8022,14
4.9868,5.8413,11
0.23863,1.1623,2
-1.555,8.3298,10
7.4209,1.9894,6
0.99029,6.6448,10
8.5957,9.2337,8
9.5011,8.0644,14
3.9166,7.2127,13
5.6912,8.0683,12
5.6048,3.2413,9
-0.11705,6.3135,15
7.3648,8.0742,12
0.62412,6.9677,10
1.534,8.993,10
10.6,7.9579,14
3.552,4.6016,15
7.542,8.0636,12
1.8449,6.902,10
9.1883,9.5245,8
11.912,8.5068,16
2.0828,7.1446,10
4.8837,8.8621,13
1.6745,7.3546,10
0.81373,4.4406,10
4.9072,6.7565,11
4.0451,7.4776,13
1.4969,5.3699,15
5.8314,11.568,13
6.298,8.061,12
-2.2758,7.3539,10
5.2247,2.6653,9
7.561,8.077,12
-0.81219,6.3196,10
5.7433,8.0853,12
1.3993,5.7161,15
5.6634,4.7612,7
0.56248,7.4765,10
3.0864,3.4149,9
9.7545,8.4977,16
4.1895,8.2447,13
7.6035,4.2701,5
3.7908,8.0739,12
7.0501,8.1051,16
6.8617,8.0383,12
3.3435,5.0097,15
6.5755,4.2429,5
3.3462,2.507,7
5.9332,5.5206,3
4.0795,6.663,11
8.0543,6.0601,14
4.4797,7.7809,13
9.9141,8.7539,16
9.7615,8.7033,16
3.9829,7.4531,13
3.9849,6.9611,11
4.7833,2.5374,9
5.6301,10.407,13
4.5053,8.0633,12
6.8919,8.0758,12
4.0551,7.7704,13
4.3131,8.5531,13
9.5599,6.1329,14
5.3697,3.0226,9
6.2949,8.0605,12
10.28,8.3003,16
10.891,8.6018,16
10.479,8.9077,16
5.6215,1.0945,6
5.4816,3.173,9
3.0349,3.0112,9
0.39531,4.1711,10
5.3466,10.054,13
4.247,8.1066,13
4.1215,2.6554,9
3.7455,4.6413,15
9.7335,9.3095,14
4.4703,5.2994,11
5.1475,6.8341,11
2.5509,6.1247,15
8.8864,6.5269,14
2.6999,4.6658,15
9.9022,8.5558,16
8.2683,9.4952,14
1.4467,5.8927,10
9.7706,8.4052,16
6.5294,3.6643,9
-0.45428,9.0024,10
4.4192,8.8845,13
6.4866,2.7972,7
5.186,9.9078,13
3.7193,7.7401,11
3.1907,3.4345,9
2.9993,5.6015,15
6.1429,6.8355,11
0.29455,6.3157,10
4.0506,7.9532,11
5.5015,3.1333,9
6.406,8.0665,12
5.712,6.2597,3
3.9631,6.0516,11
2.7649,0.57743,2
9.7152,8.6054,16
9.5634,8.3301,16
5.1208,9.6485,13
2.7726,8.0869,12
3.4113,0.62847,7
2.1475,6.0329,15
4.6126,5.3252,15
3.0608,7.3806,10
1.1313,8.7383,10
5.8204,9.2278,4
9.1034,8.6713,16
10.912,6.192,14
4.8967,5.7256,11
1.1429,7.908,10
6.3449,3.2738,9
4.2244,8.0533,12
5.3104,8.0861,12
-1.3843,9.0855,10
6.2086,4.1004,3
7.5284,8.0516,12
4.5726,7.0824,11
4.8359,9.2513,13
2.5714,5.1943,15
-0.47419,6.8757,15
7.861,8.0706,12
-1.8277,5.7743,10
4.4388,2.6331,9
9.4336,8.4219,16
9.1394,8.9355,16
4.4941,7.6992,11
5.0493,9.9299,13
3.9277,7.2419,11
5.3673,8.0925,12
4.4997,8.0562,12
0.56646,10.305,10
4.0587,2.8958,9
2.6001,11.276,10
4.4828,8.0695,12
3.0809,5.5873,15
12.062,8.5645,16
6.3489,8.0635,12
2.7282,8.0666,12
8.6011,6.7669,14
-0.15824,11.439,10
5.4188,10.66,13
4.086,7.549,11
3.0385,4.5513,15
8.3083,7.8879,16
8.0266,8.4534,8
4.6251,2.1459,7
10.286,9.5705,14
7.4277,4.4978,14
2.1904,7.4861,10
9.5339,8.4651,16
9.5194,6.521,14
4.782,3.2889,9
2.1534,5.6925,15
1.1303,6.1827,10
4.5178,3.0859,9
2.2143,5.1584,15
